搜尋詞,Rank,coupom,relevancy ,tf-idf,relevancy ,semantic_model,relevancy 
潔面乳,1,"VT COSMETICS 老虎積雪草泡沫洗面乳, 300ml, 1條",2,"COSRX 深層潔面乳, 150ml, 1條",2,"肌膚清潔洗面乳, 120ml, 1組",2
潔面乳,2,"MENTHOLATUM 曼秀雷敦 極淨抗痘控油潔面乳, 150ml, 1瓶",2,"純淨溫和泡沫日常潔面乳, 500ml, 1個",2,"檸檬香深層清潔洗面乳 200ml, 1個",2
潔面乳,3,"JOAJOTA 氧氣洗面乳 藍色, 120ml, 3條",2,"LANEIGE 蘭芝 潔面乳, 200ml, 1瓶",2,"亮白深層清潔洗面乳, 120ml, 1入",2
潔面乳,4,"COW STYLE 牛乳石鹼 滋卿愛泡洗顏, 160ml, 1瓶",2,"Dr.CPU 泡沫潔面乳, 1L, 1瓶",2,"深層清潔泡沫洗面乳, 2個, 100ml",2
潔面乳,5,"innisfree 綠茶胺基酸保濕洗面乳, 150g, 1條",2,"INNISFREE 綠茶保濕胺基酸潔面乳, 150ml, 1條",2,"1618 茶樹潔淨泡沫洗面乳, 150ml, 3個",2
潔面乳,6,"Bio essence 碧歐斯 金萃喚膚潔面霜, 100g, 2條",2,"Klapp 清潔活性潔面乳, 1000ml, 1入",2,"溫和平衡保濕深層清潔洗面乳, 145ml, 1入",2
潔面乳,7,"uno 新淨洗顏乳, 130g, 2條",2,"INNISFREE 綠茶 保濕胺基酸 潔面乳, 150g, 1條",2,"亮澤護理洗面乳, 150g, 1組",2
潔面乳,8,"Neutrogena 露得清 深層淨化抗痘洗面乳, 100g, 2條",2,"CNP 蜂膠氨基潔面乳, 1個, 200ml",2,"海洋精華洗面乳, 1入, 180ml",2
潔面乳,9,"MENTHOLATUM 曼秀雷敦 男士冰振活炭潔面乳, 150ml, 1瓶",2,"Biore 蜜妮 控油抗痘潔面乳, 130g, 1條",2,"淨顏泡沫潔面乳, 150ml, 6個",2
潔面乳,10,"Dove 多芬 植物精選去黑頭洗面慕斯補充包, 135ml, 3包",2,"CLABIANE 溫和弱酸性泡沫潔面乳, 150ml, 1入",2,"CNP 深層清潔完美潔面乳, 1個, 150ml",2
火山岩皂,1,"LE SERAIL 席哈爾 正統手作馬賽皂 72%橄欖油, 100g, 1個",2,"太生利 洋甘菊皂 台灣冷製手工皂, 100g, 1個",2,"GREEN 綠的 抗菌皂 天然火山白泥 3入, 300g, 2組",2
火山岩皂,2,"Tea Soap 茶山房 茶樹皂, 100g, 1個",2,"太生利 竹炭皂 台灣冷製手工皂, 100g, 1個",2,"ONE WITH NATURE 海鹽礦物三重溫和香皂, 200克, 4個",2
火山岩皂,3,"Tea Soap 茶山房 綠茶皂, 100g, 1個",2,"Savonnerie 手工皂沐浴皂普羅旺斯錫 100g x 3 件套, 1組",2,"ONE WITH NATURE 海鹽礦物三重溫和香皂, 200克, 6個",2
火山岩皂,4,"sea of spa 控油淨痘皂, 125g, 1個",2,"維生素皂蘆薈, 150g, 1個",2,"ONE WITH NATURE 海鹽礦物三重溫和香皂, 200克, 3個",2
火山岩皂,5,"TOUN28 保濕舒緩洗面皂 S7 諾麗果與瓊崖海棠油, 100g, 1個",2,"木炭皂, 110g, 1個",2,"ONE WITH NATURE 海鹽礦物三重溫和香皂, 200g, 3個",2
火山岩皂,6,"barwa COSMETICS 綠橄欖滋養柔膚美肌皂, 100g, 3個",2,"Probubbly 鹽角草中性皂 8個+薑黃中性皂 2個, 1組",2,"ONE WITH NATURE 海鹽礦物三重溫和香皂, 200g, 2個",2
火山岩皂,7,"Theophile Berthon 方塊馬賽皂 紫丁香, 100g, 1個",2,"硫磺皂, 1個, 125g",2,"ONE WITH NATURE 海鹽礦物三重溫和香皂, 200克, 1個",2
火山岩皂,8,"sea of spa 海藻美體皂, 125g, 1個",2,"硫磺皂, 2個, 125g",2,"ONE WITH NATURE 海洋礦物三重溫和皂, 200克, 3個",2
火山岩皂,9,"Bienen-Diatic 冰川泥蜂膠潔膚皂, 100g, 1個",2,"硫磺皂, 3個, 125g",2,"medimix 綠寶石皇室藥草浴美肌皂 岩蘭草, 125g, 5個",2
火山岩皂,10,"EVEiL 伊蓓爾 DMP 普羅旺斯經典古法香水馬賽皂 經典茉莉花 3個, 300g, 2組",2,"柑橘香沐浴皂, 100g, 1個",2,"ONE WITH NATURE Dead Sea Spa 三重溫和礦物皂 法國綠泥, 200g, 1個",2
燕麥片,1,"QUAKER 桂格 大燕麥片, 1.1kg, 2罐",2,"燕麥片, 500g, 1包",2,"燕麥生活燕麥片, 600g, 6個",2
燕麥片,2,"QUAKER 桂格 神奇高鈣大燕麥片, 700g, 1罐",2,"燕麥片, 2kg, 1罐",2,"燕麥生活燕麥片, 600g, 2個",2
燕麥片,3,"QUAKER 桂格 日安 細燕麥片, 500g, 2盒",2,"燕麥片, 450g, 1組",2,"燕麥生活燕麥片, 600g, 5個",2
燕麥片,4,"統一生機 有機大燕麥片, 400g, 3包",2,"燕麥片, 2kg, 2罐",2,"燕麥生活燕麥片, 1kg, 1個",2
燕麥片,5,"QUAKER 桂格 大燕麥片, 1.1kg, 1罐",2,"燕麥片, 500克, 1個",2,"加拿大產燕麥片, 820g, 1組",2
燕麥片,6,"台糖 燕麥片, 500g, 2包",2,"即食燕麥片, 500g, 1包",2,"燕麥片, 450g, 1組",2
燕麥片,7,"馬玉山 高纖大燕麥片, 2.6kg, 2盒",2,"即食燕麥片, 1kg, 1包",2,"世界綠鮮速食燕麥片, 3個, 800克",2
燕麥片,8,"QUAKER 桂格 即食燕麥片 紅麴蕎麥, 700g, 1罐",2,"即食燕麥片, 1kg, 1入",2,"世界綠鮮速食燕麥片, 6包, 800克",2
燕麥片,9,"統一生機 有機細燕麥片, 400g, 2包",2,"即食燕麥片, 1kg, 1組",2,"燕麥片, 2kg, 2罐",2
燕麥片,10,"馬玉山 高纖大燕麥片, 2.6kg, 1盒",2,"即食燕麥片, 500g, 2包",2,"世界綠鮮速食燕麥片, 2包, 800克",2
爽身噴霧,1,"FRUDIA 爽身噴霧, 1入, 150ml",2,"FRUDIA 爽身噴霧, 1入, 150ml",2,"BOUQUET GARNI 身體噴霧 嬰兒爽身粉香, 145ml, 2入",2
爽身噴霧,2,"NIVEA 妮維雅 男士止汗爽身乳液 瞬間酷涼系列 激爽制汗, 柑橘, 50ml, 1瓶",2,"ETUDE HOUSE 爽身噴霧, 80ml, 1入",2,"AROUND ME Natural Perfume Vita身體噴霧 嬰兒爽身粉香, 2個, 120ml",2
爽身噴霧,3,"NIVEA 妮維雅 男士止汗爽身乳液 極限動力 滾珠瓶, 50ml, 1瓶",2,"NIVEA 妮維雅 珍珠煥采爽身止汗劑 400ml 3入+止汗爽身噴霧 35ml, 1組",2,"體香噴霧, 3個, 240ml",2
爽身噴霧,4,"NIVEA 妮維雅 男士止汗爽身乳液 乾適活力, 50ml, 1瓶",2,"NIVEA 妮維雅 瞬間酷涼系列 男士止汗爽身噴霧 柑橘, 150ml, 1瓶",2,"KUNDAL 昆黛爾 純淨香氛身體噴霧 嬰兒爽身粉香, 128ml, 5瓶",2
爽身噴霧,5,"NIVEA 妮維雅 男士止汗爽身乳膏 極限動力, 50ml, 2瓶",2,"NIVEA 妮維雅 瞬間酷涼系列 男士止汗爽身噴霧 柑橘, 150ml, 2瓶",2,"Dr.Blank 小狗營養保濕噴霧 爽身粉香, 150ml, 1個",2
爽身噴霧,6,"PAUL MEDISON 男士除臭噴霧 木質香, 200ml, 1瓶",2,"NIVEA 妮維雅 瞬間酷涼系列 男士止汗爽身噴霧 柑橘, 150ml, 3瓶",2,"KUNDAL 昆黛爾 純淨香氛身體噴霧 嬰兒爽身粉香, 128ml, 6瓶",2
爽身噴霧,7,"NIVEA 妮維雅 男士止汗爽身乳液 瞬間酷涼系列 激爽制汗, 麝香, 50ml, 1瓶",2,"NIVEA 妮維雅 瞬間酷涼系列 男士止汗爽身噴霧 柑橘, 150ml, 4瓶",2,"香氛身體噴霧, 120ml, 1個",2
爽身噴霧,8,"The Face Shop 菲詩小舖 香氛身體噴霧 2號 爽身粉麝香, 120ml, 1個",2,"NIVEA 妮維雅 瞬間酷涼系列 男士止汗爽身噴霧 柑橘, 150ml, 6瓶",2,"KUNDAL 昆黛爾 純淨香氛身體噴霧 嬰兒爽身粉香, 128ml, 8瓶",2
爽身噴霧,9,"KUNDAL 昆黛爾 純淨香氛身體噴霧 嬰兒爽身粉香, 128ml, 1瓶",2,"NIVEA 妮維雅 瞬間酷涼系列 男士止汗爽身噴霧 柑橘, 150ml, 5瓶",2,"KUNDAL 昆黛爾 純淨香氛身體噴霧 嬰兒爽身粉香, 128ml, 1瓶",2
爽身噴霧,10,"NIVEA 妮維雅 男士止汗爽身乳膏 極限動力, 50ml, 1瓶",2,"噴霧瓶, 5入",2,"經典香氛保濕身體乳 嬰兒爽身粉香, 1050ml, 2瓶",2
玻尿酸原液,1,"UNICAT 變臉貓 Ecocert 玻尿酸保濕原液, 30ml, 1瓶",2,"玻尿酸玻尿酸玻尿酸1%高分子量保濕原液500ml, 單色, 1個",2,"玻尿酸原液 100ml 2入, 單色",2
玻尿酸原液,2,"玻尿酸原液 1kg, 透明, 1瓶",2,"玻尿酸原液 100ml, 單色, 3個",2,"低分子玻尿酸原液 100ml, 單色, 1個",2
玻尿酸原液,3,"GLOW MONSTER 低分子玻尿酸1%原液, 100ml, 1瓶",2,"玻尿酸原液 100ml 2入, 單色",2,"1%玻尿酸保濕原液, 100ml, 1組",2
玻尿酸原液,4,"低分子玻尿酸原液 100ml, 單色, 1個",2,"1%玻尿酸保濕原液, 100ml, 1組",2,"玻尿酸1%原液 100ml, 單色, 1個",2
玻尿酸原液,5,"Malgeuldam 1%玻尿酸保濕精華液, 單色, 2瓶",2,"玻尿酸原液 1kg, 透明, 1瓶",2,"玻尿酸精華液, 1個, 30毫升",2
玻尿酸原液,6,"KIROCOS Natural Soo 玻尿酸保濕精華, 1000g, 1瓶",2,"玻尿酸保濕原液 100ml, 單色, 1個",2,"玻尿酸保濕精華, 200g, 1瓶",2
玻尿酸原液,7,"UNICAT 變臉貓 Ecocert 玻尿酸保濕原液, 30ml, 2瓶",2,"玻尿酸保濕原液, 3個, 100克",2,"高分子玻尿酸護理精華液 100ml, 單色, 1個",2
玻尿酸原液,8,"玻尿酸保濕精華, 1000g, 1瓶",2,"玻尿酸1%原液 220ml, 單色, 1個",2,"玻尿酸保濕精華, 200g, 2瓶",2
玻尿酸原液,9,"KIROCOS Natural Soo 玻尿酸保濕精華, 1000g, 2瓶",2,"玻尿酸保濕精華原液 100ml, 單色, 1個",2,"玻尿酸保濕精華, 1000g, 6瓶",2
玻尿酸原液,10,"GLOW MONSTER 低分子玻尿酸1%原液, 250ml, 2件",2,"低分子玻尿酸原液 100ml, 單色, 1個",2,"玻尿酸保濕精華, 200g, 5個",2
玻璃警報器,1,"SONiC 防身警報器 造型 GS-7034, 淺藍色, 1個",2,"攜帶式警報器 黑色, 1個",2,"自身保護警報器 黑色, 1個",2
玻璃警報器,2,"SONiC 防身警報器 造型紫 GS-7034, 1個",2,"攜帶式警報器 粉色, 1個",2,"自身保護警報器 紅色, 1個",2
玻璃警報器,3,"SONiC 防身警報器 造型 藍 GS-7034, 1個",2,"HICKIES 警報器 黑色, 1個",2,"紅外線感應式警報器, 1組, 警察-RL-105",2
玻璃警報器,4,"攜帶式電子警報器 金色, 1個",2,"火警警報器, 1個",2,"brisa 前門緊急鈴報警器報警器粉色, 1個",2
玻璃警報器,5,"攜帶式電子警報器 銀色, 1個",2,"HICKIES 警報器 粉紅色, 1個",2,"Beauty5C 攜帶式造型警報器 2入, 2熊粉色",2
玻璃警報器,6,"紅外線感應式警報器, 1組, 警察-RL-105",2,"HANDY MAN 防身警報器, 1個",2,"SONiC 防身警報器 造型 藍 GS-7034, 1個",2
玻璃警報器,7,"GASIAN 瓦斯警報器 GD-1029, 白色, 1組",2,"玻璃和玻璃熔體的電化學（包括玻璃電極）精裝本, 施普林格",2,"Beltama 自衛報警器粉色, 1個",2
玻璃警報器,8,"自身保護警報器 紅色, 1個",2,"警報器和灰色氣球平裝本, Xlibris公司",2,"Beauty5C 攜帶式造型警報器 2入, 小熊藍+粉色",2
玻璃警報器,9,"Wing Coco LED 燈籠警報器 粉紅色, 1個",2,"查爾斯頓平裝本的招牌口味, 12 警報器",2,"車用12V報警器 1T, 1個",2
玻璃警報器,10,"Teachers 製作STEAM紅外線警報器E-10C, 1個",2,"玻璃保護器, 1個",2,"brisa 前門緊急鈴報警器報警藍色, 1個",2
珪藻土,1,"TROMSO 珪藻土厚實吸水地墊, 里斯本花磚, 1個",2,"珪藻土防滑腳踏墊, 黑色",2,"珪藻土地墊2入組, D TYPE",2
珪藻土,2,"comet 硅藻土腳踏墊, 灰色",2,"珪藻土防滑腳踏墊, 紅色",2,"珪藻土地墊2入組, B TYPE",2
珪藻土,3,"西格傢飾 畢卡喵軟珪藻土防滑吸水地墊, 喵喵山, 1個",2,"珪藻土牙刷架, 淺灰色, 1組",2,"珪藻土地墊, JV003",2
珪藻土,4,"Tamsaa 硬質硅藻土腳踏墊 附砂紙+防滑墊, 深灰色, 1入",2,"珪藻土吸水腳踏墊, 深灰色",2,"3D立體人字紋珪藻土地墊 L號 60*39cm, 深灰色, 1組",2
珪藻土,5,"comet 珪藻土吸水橢圓地墊, 深灰色, 1個",2,"aryko 珪藻土牙刷架, 白色, 2入",2,"TROMSO 珪藻土厚實吸水地墊, 玫瑰夢境, 1個",2
珪藻土,6,"comet 硅藻土腳踏墊, 灰色, 1個",2,"珪藻土吸水腳踏墊, 淺灰色",2,"TROMSO 珪藻土厚實吸水地墊, 文藝紐約, 1個",2
珪藻土,7,"西格傢飾 畢卡喵軟珪藻土防滑吸水地墊, 瞌睡喵, 1個",2,"aryko 珪藻土牙刷架, 藍色, 2個",2,"第三代珪藻土軟墊, 花",2
珪藻土,8,"TROMSO 珪藻土厚實吸水地墊 60*39*0.9cm, 風尚大理石, 1張",2,"aryko 珪藻土牙刷架, 粉色的, 2個",2,"大理石珪藻土, 舒適",2
珪藻土,9,"comet Home 矽藻土腳踏墊, 1個, 灰色橢圓",2,"珪藻土防滑腳踏墊, 淺灰",2,"第三代珪藻土軟墊, 黑色大理石",2
珪藻土,10,"Pokemon 寶可夢 台灣製軟式珪藻土吸水地墊, 皮卡丘與伊布",2,"aryko 珪藻土牙刷架, 綠色, 2個",2,"inbloom 超吸水珪藻土地墊, 炭灰色",2
睫毛夾,1,"蘭芝LANEIGE 睫毛夾, 1支, 混色",2,"睫毛夾+局部睫毛夾, 基礎款睫毛夾+部分睫毛夾",2,"Nelic 迷你手提睫毛夾 手提睫毛夾, 透明, 1個",2
睫毛夾,2,"ROSY ROSA 完美捲翹睫毛夾, 1支",2,"睫毛夾, 單色, 1個",2,"Nelic 迷你手提睫毛夾 手提睫毛夾, 透明, 2個",2
睫毛夾,3,"MERZY 捲翹睫毛夾, 黑色, 1盒",2,"睫毛夾, 混色, 1 個",2,"Nelic 迷你手提睫毛夾 手提睫毛夾, 透明, 3個",2
睫毛夾,4,"ETUDE 睫對出色終極Pick睫毛膏 8g+睫毛夾, 1組, 01 Black(睫毛膏)",2,"睫毛夾, 1個, 銀",2,"迷你睫毛夾，附不鏽鋼睫毛, 銀, 5個",2
睫毛夾,5,"Barcogel 優質睫毛夾, 1個, 黑色",2,"睫毛夾, 金子, 1個",2,"Kai 緊湊型睫毛夾, 酷藍, 3個",2
睫毛夾,6,"Darkness 便攜式睫毛夾 2入, 白色、粉紅色, 1組",2,"理想的睫毛燙睫毛夾, 1個",2,"捲翹睫毛夾 HG5-2, 混色, 1個",2
睫毛夾,7,"KISSME 奇士美 睫毛夾, 混色, 1入",2,"睫毛夾, 金子, 1套",2,"部分全卷睫毛夾睫毛下睫毛彩色卷夾, 剪刀玫瑰金",2
睫毛夾,8,"KAI 貝印 長眼型睫毛夾 R21, 混色, 1組",2,"Nelic 迷你手提睫毛夾 手提睫毛夾, 透明, 1個",2,"Arico 便攜式迷你睫毛夾, 粉色, 12入",2
睫毛夾,9,"KAI 貝印 圓眼型睫毛夾 R18, 混色, 1組",2,"Nelic 迷你手提睫毛夾 手提睫毛夾, 透明, 2個",2,"Arico 便攜式迷你睫毛夾, 白色, 6入",2
睫毛夾,10,"ETUDE 捲翹睫毛膏 8 克 + 睫毛夾套裝, 1組, 03灰褐色(睫毛膏)",2,"Nelic 迷你手提睫毛夾 手提睫毛夾, 透明, 3個",2,"Arico 便攜式迷你睫毛夾, 白色, 9入",2
磨砂棒,1,"F3 systems 去角質磨砂棒, 2組, 單品",2,"去角質磨砂棒, 1件, 1個",2,"磨砂棒 隨機出貨, 1件, 3個",2
磨砂棒,2,"足部去角質磨砂棒 黑色, 1件, 1個",2,"足部護理磨砂棒, 1件, 1個",2,"去角質磨砂棒, 1件, 1個",2
磨砂棒,3,"足部護理磨砂棒, 1件, 1個",2,"磨砂棒 隨機出貨, 1件, 3個",2,"CHILSUNG 去角質磨砂棒 S號 粉紅色, 單品, 4支",2
磨砂棒,4,"GREEN BELL 綠鐘 金剛砂面防水足用粗細角質雙用搓磨棒 PSG-023, 1個",2,"去角質磨砂棒 藍色, 1件, 1個",2,"中圓磨砂膏隨機出貨, 1個",2
磨砂棒,5,"BELOTTY 磨砂棒 3入, 混色, 1組",2,"足部去角質磨砂棒, 2個, 1件",2,"OON 砂紙磨塊500~600, 10個",2
磨砂棒,6,"台灣 COSMOS 足部角質磨除棒 顏色隨機, 3支",2,"足部去角質磨砂棒, 1個, 1件",2,"mimoya 可可磨砂膏棒, 12g, 2個",2
磨砂棒,7,"GREEN BELL 綠鐘 PGS防水砂足腳部專用搓磨棒 PSG-025, 1個",2,"MEKO 風格磨砂棒, 6支",2,"F3 systems 去角質磨砂棒, 4個, 單品",2
磨砂棒,8,"TONYMOLY Taco 毛孔黑頭磨砂棒, 10g, 2個",2,"MEKO 風格磨砂棒, 10支",2,"mimoya 可可磨砂膏棒, 12g, 5個",2
磨砂棒,9,"台灣 COSMOS 足部角質磨除棒 顏色隨機, 5支",2,"足部去角質磨砂棒 黑色, 1件, 1個",2,"mimoya 可可磨砂膏棒, 12g, 3個",2
磨砂棒,10,"腳部護理去角質工具組 黑色, 1組, 10款",2,"MEKO 風格磨砂棒, 12支",2,"TONYMOLY Taco 毛孔黑頭磨砂棒, 10g, 3個",2
私密清潔凝膠,1,"MIP 男性私密清潔凝膠, 200ml, 2瓶",2,"MIP 男性私密清潔凝膠, 200ml, 2瓶",2,"女性私密護理清潔凝膠 10入, 16克, 1個",2
私密清潔凝膠,2,"NARD 女性私密處清潔凝膠, 1000ml, 1瓶",2,"MIP 男性私密清潔凝膠, 200ml, 4瓶",2,"男性私密處潔淨護理凝膠, 300ml, 1瓶",2
私密清潔凝膠,3,"PORMANS Cool Clean Zone涼爽男性私密處清潔凝膠, 500ml, 1瓶",2,"MIP 男性私密清潔凝膠, 200ml, 6瓶",2,"女性私密處護理凝膠 10支入, 2個",2
私密清潔凝膠,4,"BEYOND Phytoganic女性私密處清潔凝膠, 1個, 200ml",2,"MIP 男性私密清潔凝膠, 200ml, 10瓶",2,"男性私密處草本潔淨凝膠, 2瓶, 150ml",2
私密清潔凝膠,5,"HE'S CLEAN 男性私密清潔凝膠, 150g, 2瓶",2,"MIP 男性私密清潔凝膠, 200ml, 8瓶",2,"女性私密清潔露, 300ml, 1瓶",2
私密清潔凝膠,6,"JILGYUNGYI 質更益 女性私密處清潔泡沫慕斯, 150g, 1個",2,"La NaTUre 私密清潔凝膠 240ml+私密處濕紙巾 5組, 1套",2,"女性私密處粉紅色集中護理凝膠, 1.5ml, 7入",2
私密清潔凝膠,7,"PAUL MEDISON Deep-red Y care女性私密處清潔露, 510ml, 1瓶",2,"Saforelle 溫和女性私密清潔凝膠, 250ml, 1瓶",2,"女性私密處清潔乳, 50ml, 1個",2
私密清潔凝膠,8,"MIP 男性私密清潔凝膠, 200ml, 4瓶",2,"Saforelle 溫和女性私密清潔凝膠, 250ml, 2瓶",2,"男性私密處清潔露, 1個, 150ml",2
私密清潔凝膠,9,"wellnuX 維妮舒 NV5+緊緻凝膠, 30ml, 1條",2,"Saforelle 溫和女性私密清潔凝膠, 250ml, 3瓶",2,"女性私密處清潔慕斯, 1入, 150ml",2
私密清潔凝膠,10,"Derma Eco 有機蘆薈私密潔淨慕斯, 150ml, 1瓶",2,"Saforelle 溫和女性私密清潔凝膠, 250ml, 4瓶",2,"女性私密加強防護護理潔淨乳, 2瓶, 250ml",2
移動式,1,"comet 三層移動式置物架, 白色",2,"移動式衣架, 混色",2,"5層移動組織者, 混色",2
移動式,2,"Livens 移動式3層洗衣籃, 白色",2,"LIVING HAPPY 移動式衣架, 白色",2,"移動家具運輸移動王鶴 ABS 車輪 4p + 槓桿套組, B型（承載能力400公斤）, 1套",2
移動式,3,"LIVENS 移動式雙層洗衣籃, 米白色",2,"木質移動式多功能收納架, 1個",2,"殘疾人無障礙左右可移動, 1個",2
移動式,4,"LIVENS 移動式單層衣架, 白色",2,"移動式滾輪 4入, 4個",2,"3號塑料移動箱, 5個, 綠色",2
移動式,5,"plafarm 移動式圓形花盆底座, 白色, 1個",2,"多功能移動式底座 紅色, 1組",2,"擺動擺動辦公桌移動海豚, 混合顏色",2
移動式,6,"LEGO 樂高 60369 移動式警犬訓練, 1盒",2,"雙層移動式花架, 白色, 1個",2,"丹普拉移動箱1號, 綠色, 10個",2
移動式,7,"Planty 滾輪矮凳 390 x 390 x 220mm, 黑色, 1個",2,"Liwooliving 移動式衣架, 黑色的",2,"移動式衣架, 混色",2
移動式,8,comet 移動式六段折疊晾衣架,2,"移動式辦公椅, 灰色",2,"丹普拉移動箱1號, 綠色, 5個",2
移動式,9,"雙層移動式花架, 白色, 1個",2,"移動式可折疊晾衣架, 灰色",2,"ANTS 多功能儲物移動架, 1個, 卡其色",2
移動式,10,"comet 單桿高度可調節移動式衣架, 白色",2,"移動式可折疊晾衣架, 藍色",2,"丹普拉移動箱1號, 藍色, 5個",2
米香,1,"Ogam 韓國蜜糖米香餅, 110g, 2包",2,"香20克, 米香",2,"米香餅, 200g, 1份",2
米香,2,"雙色米香 奶蛋素 黑糖*10包 +黑芝麻*10包, 240g, 1袋",2,"龔記 御禮米香 薑黃米香, 100g, 1包",2,"龔記 御禮米香 米香三入禮盒, 340g, 3盒",2
米香,3,"CW 酥脆米香棒, 90g, 4個",2,"龔記 御禮米香 薑黃米香, 100g, 2包",2,"龔記 御禮米香 米香三入禮盒, 340g, 4盒",2
米香,4,"PYUNSIK FACTORY 韓國黑米米香棒 18包入, 1盒, 270g",2,"龔記 御禮米香 薑黃米香, 100g, 3包",2,"三好米 產地直送皇香米, 2.5kg, 2包",2
米香,5,"甜南瓜米香餅, 80g, 5包",2,"龔記 御禮米香 薑黃米香, 100g, 4包",2,"龔記 御禮米香 柚皮米香, 100g, 2包",2
米香,6,"Ogam 韓國蜜糖麥香餅, 110g, 2包",2,"龔記 御禮米香 柚皮米香, 100g, 1包",2,"龔記 御禮米香 柚皮米香, 100g, 1包",2
米香,7,"Ogam 韓國蜜糖米香餅, 110g, 3包",2,"龔記 御禮米香 薑黃米香, 100g, 6包",2,"NS_台灣霧峰芋香米(1.8kg), 1入",2
米香,8,"ORION 好麗友 O'RICE米餅, 1袋, 129.6g",2,"龔記 御禮米香 薑黃米香, 100g, 5包",2,"Hahyomam 米香 柑橘口味 30g 8入+大麥米香35g 8入, 520g, 1組",2
米香,9,"洋蔥米香餅, 80g, 5包",2,"龔記 御禮米香 柚皮米香, 100g, 2包",2,"鍋巴米香餅, 300g, 2個",2
米香,10,"Ogam 韓國蜜糖麥香餅, 110g, 6包",2,"龔記 御禮米香 柚皮米香, 100g, 3包",2,"三好米 花東芋香米, 1.8kg, 2袋",2
精華液,1,"Neogence 霓淨思 積雪草B5修護純粹精華, 30ml, 1瓶",2,"頭皮護理精華液, 1入",2,"玻尿酸精華液, 1個, 30毫升",2
精華液,2,"TONYMOLY Wonder 玻尿酸保濕安瓶, 100ml, 1瓶",2,"頭皮護理精華液, 100ml, 1組",2,"緊緻精華液, 30ml, 1組",2
精華液,3,"AMPLE N 胜肽抗皺緊緻安瓶, 100ml, 1瓶",2,"保濕護理精華液, 1組, 100ml",2,"亮白緊緻精華液, 40ml, 1入",2
精華液,4,"INNISFREE 綠茶籽玻尿酸保濕精華, 80ml, 1瓶",2,"酵母護理精華液, 單色, 1瓶",2,"保濕精華液, 30ml, 1個",2
精華液,5,"WELLAGE 唯拉珠 玻尿酸藍瓶保濕精華, 100ml, 1瓶",2,"睫毛滋養精華液, 10ml, 2支",2,"WRINKLE TURN 極萃賦活緊緻精華液, 1盒",2
精華液,6,"NATURE TREE 自然樹 保濕濃縮精華液, 250ml, 1瓶",2,"CHIFURE 保濕精華液, 30ml, 1瓶",2,"WRINKLE TURN 極萃賦活緊緻精華液, 5盒",2
精華液,7,"NATURE TREE 自然樹 高濃度玻尿酸修護液, 100ml, 1瓶",2,"SEUNGBI 精華液, 50ml, 1入",2,"WRINKLE TURN 極萃賦活緊緻精華液, 3盒",2
精華液,8,"AMPLE N 胜肽撫紋緊緻安瓶, 100ml, 1瓶",2,"ETeLANC 保濕精華液, 100ml, 1入",2,"深層滋潤安瓶精華液 40ml, 1瓶",2
精華液,9,"Dr.AG 積雪草玻尿酸鎮靜安瓶, 35ml, 2入",2,"Malgeuldam 1%玻尿酸保濕精華液, 2瓶",2,"高分子玻尿酸護理精華液 100ml, 單色, 1個",2
精華液,10,"COMVITA 康維他 PFL TM30 蜂膠萃取精華液, 1瓶, 25ml",2,"Malgeuldam 1%玻尿酸保濕精華液, 3瓶",2,"多效護理精華液, 50ml, 1入",2
紫外線消毒,1,"nac nac 紫外線消毒烘乾機, UA0015, 1個",2,"紫外線消毒馬桶刷套裝 960g, 1組",2,"便攜式紫外線消毒器, 小雞款",2
紫外線消毒,2,"nac nac 多功能紫外線消毒箱 UVN-001, 白色, 1個",2,"BLUEFEEL 多用途紫外線清潔器, 紫外線101",2,HAAN 智能手機紫外線多功能消毒器 HEM-UVCA02,2
紫外線消毒,3,"PUKU 藍色企鵝 紫外線負離子烘乾殺菌機, 1台",2,紫外線紫外線面罩盒多功能消毒器 MRM-100,2,"ziniQ UVC紫外線消毒器UV-200ST, UV-200ST (黑色)",2
紫外線消毒,4,"Kinyo 紫外線刀具滅菌機, KGL-300",2,KocheLLa 多功能紫外線紫外線消毒器 KLEST-1000,2,"GSP TECH 多用途紫外線消毒器 白色, JJT-891",2
紫外線消毒,5,SUMCARE 馬卡龍UV滅菌器 黑 72g,2,"PiYOPiYO 黃色小鴨 負離子紫外線消毒鍋, 1個",2,KocheLLa 多功能紫外線紫外線消毒器 KLEST-1000,2
紫外線消毒,6,"紫外線消毒馬桶刷套裝 960g, 1組",2,"廢水紫外線消毒平裝本, 水環境聯合會",2,TELLO 迷你紫外線紫外線空間消毒器 TUV01,2
紫外線消毒,7,"59S LED消毒蓋 藍色, 1個",2,"紫外線消毒手冊平裝本, 美國水廠協會",2,紫外線多功能清潔器 E-D4,2
紫外線消毒,8,"59S LED消毒蓋 粉色, 1個",2,HANSSEM 紫外線砧板消毒收納架 3.0 UV-C LED HAF-CS100WH,2,C Plus 區域紫外線消毒器 SH-100,2
紫外線消毒,9,"AcoMo PS II 六分鐘紫外線專業殺菌器 USB, 藍色, 1個",2,"Sparla 紫外線消毒烘乾機 28L, SP-3271ED",2,"BY TaP 一鍵式紫外線手機消毒器 白色, BTH-017",2
